name,tags
The Walking Dead: The Telltale Definitive Series,"Choices Matter,Story Rich,Interactive Fiction,Horror,Multiple Endings,Comic Book,Adventure,Choose Your Own Adventure,Post-apocalyptic,Visual Novel,Point & Click,Atmospheric,3D,Third Person,Dark,Zombies,Dynamic Narration,Dystopian,Conversation,Narration"
Euro Truck Simulator 2 - Road to the Black Sea,"Simulation,Automobile Sim,Indie,Open World,Driving,Realistic,Singleplayer,Management,Action,Exploration,First-Person,Online Co-Op,Relaxing,Economy,Atmospheric,Adventure,Transportation,Casual,Moddable"
Frozenheim,"Strategy,Base Building,RTS,War,Medieval,Multiplayer,Grand Strategy,Real Time Tactics,Naval Combat,3D,Management,Stylized,Singleplayer,Fantasy,Vikings,Combat,Violent,Gore,Exploration,Historical"
Age of Wonders 4: Dragon Dawn,"Strategy,4X,Fantasy,Turn-Based Strategy,Colorful,Turn-Based Tactics"
SnowRunner - Season 9: Renew & Rebuild,"Adventure,Simulation,Action"
Big Ambitions,"Early Access,Management,Capitalism,Simulation,Economy,Life Sim,Sandbox,Time Management,Singleplayer,Immersive Sim,Inventory Management,3D,Third Person,Resource Management,Top-Down,RPG,Open World,Modern,Stylized,CRPG"
Trine 4: The Nightmare Prince,"Puzzle Platformer,Online Co-Op,Local Co-Op,Action-Adventure,Beautiful,Fantasy,Co-op,2.5D,Multiplayer,Platformer,Adventure,Puzzle,Action,Atmospheric,Local Multiplayer,Great Soundtrack,Stylized,Indie,Singleplayer,RPG"
MechWarrior 5: Mercenaries,"Mechs,Simulation,FPS,Action,Shooter,Co-op,Vehicular Combat,First-Person,Moddable,Destruction,3D,Singleplayer,Online Co-Op,Combat,Futuristic,Tutorial,Economy,Management,PvE,Resource Management"
Arcadegeddon,"Roguelite,Action,Third-Person Shooter,Looter Shooter,Action Roguelike,Adventure,Arcade,Shooter,Colorful,Cyberpunk,Futuristic,Retro,PvP,PvE,Online Co-Op,Multiplayer,Singleplayer,Indie,Replay Value,Party Game"
POSTAL 2,"Violent,Open World,Dark Humor,First-Person,Mature,Comedy,Funny,Sandbox,Moddable,Third Person,Gore,FPS,Action,Dark Comedy,Multiplayer,Shooter,Singleplayer,Classic,Adventure,Satire"
Starbound,"Open World Survival Craft,Sandbox,Survival,Adventure,Space,Crafting,Online Co-Op,Pixel Graphics,Multiplayer,Open World,Relaxing,Exploration,Indie,2D,Action,Building,Co-op,RPG,Atmospheric,Sci-fi"
METAL GEAR SOLID V: THE PHANTOM PAIN,"Stealth,Open World,Action,Story Rich,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Adventure,Horses,Multiplayer,Third-Person Shooter,Shooter,Replay Value,Sandbox,Dark,Sci-fi,Heist"
Ultimate Chicken Horse,"Party,Multiplayer,Platformer,Funny,Local Co-Op,Local Multiplayer,Level Editor,PvP,Precision Platformer,4 Player Local,Online Co-Op,Casual,Competitive,2D,Family Friendly,Parkour,Cute,Cartoony,Action,Difficult"
DJMAX RESPECT V,"Rhythm,Casual,Music,Action,Sports,Anime,Great Soundtrack,Multiplayer,Sexual Content,Singleplayer,Competitive,Difficult,Arcade,Early Access,Nudity,2D,Mature,Cute,Hentai,Indie"
ENDER LILIES: Quietus of the Knights,"Metroidvania,Female Protagonist,Souls-like,Dark Fantasy,Singleplayer,Atmospheric,Great Soundtrack,2D,Difficult,Indie,Multiple Endings,Dark,Post-apocalyptic,Action RPG,Medieval,Action,Hand-drawn,Anime,Dragons,Zombies"
Above Snakes,"Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival"
Oxygen Not Included - Spaced Out!,"Simulation,Indie,Colony Sim,Base Building,Space,2D,Management"
Deceit,"PvP,Horror,Multiplayer,Social Deduction,Free to Play,Choices Matter,FPS,Shooter,First-Person,Strategy,Psychological Horror,Funny,Action,Zombies,Psychological,Mystery,Atmospheric,Survival,Survival Horror,Co-op"
High On Life,"Comedy,FPS,Singleplayer,Adventure,Action-Adventure,Dark Humor,Sexual Content,Sci-fi,Shooter,First-Person,Action,Violent,Story Rich,Gore,Colorful,Combat,Open World,Nudity,Hentai,Psychological Horror"
Do Not Feed the Monkeys 2099,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content"
Escape Simulator,"Puzzle,Co-op,Escape Room,First-Person,Multiplayer,Adventure,Controller,Mystery,Casual,Family Friendly,Indie,Singleplayer,Simulation,Online Co-Op,Story Rich,Point & Click,Level Editor,Exploration,Walking Simulator,Investigation"
Ni no Kuni™ II: Revenant Kingdom,"RPG,JRPG,Anime,Adventure,Open World,Singleplayer,Fantasy,Story Rich,Cute,Action RPG,Great Soundtrack,Hack and Slash,Dungeon Crawler,Action,Strategy,City Builder,Cartoony,Exploration,Multiplayer,Survival"
Patron,"City Builder,Colony Sim,Strategy,Survival,Medieval,Singleplayer,Resource Management,Economy,Building,Management,Base Building,3D,Open World,Moddable,Historical,Simulation,Sandbox,RTS"
Euro Truck Simulator 2 - Going East!,"Simulation,Driving,Open World,Realistic,Multiplayer,Indie,Singleplayer,Free to Play,Adventure,Sandbox,Moddable,Relaxing,Action,Exploration,TrackIR,First-Person,Economy,Management,Controller"
Serious Sam 4,"Action,Gore,FPS,Co-op,Shooter,Violent,Adventure,Comedy,Multiplayer,Singleplayer,First-Person,Blood,Fast-Paced,Indie,Arena Shooter,Online Co-Op,Difficult,Horror,Demons,Third-Person Shooter"
They Are Billions,"Base Building,Colony Sim,Strategy,Zombies,Survival,RTS,Tower Defense,City Builder,Steampunk,Building,Post-apocalyptic,Singleplayer,Resource Management,Real-Time with Pause,Difficult,Tactical,Management,Indie,Early Access,Isometric"
Viscera Cleanup Detail,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
The Beast Inside,"Horror,Adventure,Action,Survival Horror,Singleplayer,First-Person,Multiplayer,Indie,Survival,Story Rich,Psychological Horror,Violent,Atmospheric,Gore,Walking Simulator,Exploration,Open World,Realistic,Great Soundtrack,Co-op"
Deceive Inc.,"Action,Shooter,Strategy,Stealth,PvP,Sandbox,Hero Shooter,FPS,Exploration,Competitive,First-Person,Survival,Detective,Multiplayer,Online Co-Op,Funny,Team-Based,Colorful,Tactical,Comedy"
West Hunt,"Social Deduction,Party Game,PvP,Multiplayer,Online Co-Op,Team-Based,Stealth,Funny,Survival,Detective,Western,Strategy,Assassin,Competitive,Casual,Third-Person Shooter,Action RPG,3D,Indie,Third Person"
Remnant: From the Ashes - Swamps of Corsus,"Action,Adventure,RPG,Violent,Souls-like,Online Co-Op,Difficult,Third-Person Shooter,Singleplayer,Shooter,Post-apocalyptic"
Farm Together,"Agriculture,Multiplayer,Simulation,Relaxing,Casual,Online Co-Op,Building,Farming Sim,Co-op,Cute,Sandbox,Singleplayer,Character Customization,Third Person,Cartoony,Replay Value,Controller,Colony Sim,Female Protagonist,Horses"
Railway Empire 2,"Simulation,Strategy,Transportation,Management,Trains,Sandbox,Economy,Resource Management,Exploration,America,Building,City Builder,Historical,Western,Trading,Crafting,Tutorial,Singleplayer,Co-op,Immersive Sim"
Going Medieval,"Early Access,City Builder,Medieval,Colony Sim,Strategy,Simulation,Building,Survival,Base Building,Management,Crafting,Sandbox,RPG,Open World,Resource Management,RTS,Singleplayer,3D,Procedural Generation,Stylized"
Black Mesa,"FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Shooter,Classic,Atmospheric,Story Rich,Great Soundtrack,Aliens,Adventure,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Gore"
Stellaris: First Contact Story Pack,"Strategy,Simulation,Space,Sci-fi"
Tales of Arise,"Anime,JRPG,RPG,Action RPG,Singleplayer,Open World,Action,Fantasy,Story Rich,Third Person,Magic,Combat,Adventure,Controller,Female Protagonist,Romance,Character Customization,Sexual Content,Hack and Slash,Multiplayer"
EVERSPACE™ 2,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG"
The Long Dark: Tales from the Far Territory,"Indie,Adventure,Simulation,Strategy,Survival,Atmospheric"
IdleOn - The Idle MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE"
PlateUp!,"Co-op,Management,Cooking,Roguelite,Building,Roguelike,Cute,Local Co-Op,Procedural Generation,Funny,Base Building,Casual,Action Roguelike,Controller,Strategy,4 Player Local,Online Co-Op,Top-Down,Singleplayer,Action"
For The King,"RPG,Online Co-Op,Open World,Strategy,Roguelike,Turn-Based,Multiplayer,Co-op,Turn-Based Combat,Adventure,Tabletop,Roguelite,Turn-Based Strategy,Party-Based RPG,Board Game,Indie,Local Co-Op,Fantasy,Hex Grid,Strategy RPG"
RimWorld - Royalty,"Strategy,Indie,Simulation,Colony Sim,Base Building,Sandbox,Management,City Builder,Survival,Singleplayer,Space,Sci-fi,Moddable"
Derail Valley,"Early Access,Simulation,Trains,VR,Realistic,Transportation,Driving,Open World,First-Person,Immersive Sim,Physics,Economy,Resource Management,Indie,Singleplayer,Replay Value,Adventure,Procedural Generation,Sandbox,Relaxing"
The Long Drive,"Automobile Sim,Open World,Driving,Multiplayer,Survival,Post-apocalyptic,Exploration,First-Person,Singleplayer,Adventure,Simulation,Horror,Early Access,Indie,Realistic,Sexual Content,Action,Racing,Shooter,FPS"
Disco Elysium - The Final Cut,"RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Point & Click,Noir,Surreal,Indie,Adventure,Exploration,Funny,Open World,Visual Novel,Character Customization,Political,Sexual Content"
The Ascent,"Top-Down Shooter,Cyberpunk,RPG,Action,Shooter,Open World,Co-op,Indie,Adventure,Isometric,Action RPG,Twin Stick Shooter,Violent,Gore,Dystopian,Futuristic,Character Customization,Split Screen,Local Co-Op,PvE"
Ghost Watchers,"Horror,Co-op,Survival Horror,Multiplayer,Demons,Adventure,Puzzle,First-Person,Action-Adventure,Cinematic,Dark,Realistic,Detective,Online Co-Op,PvE,Team-Based,Nonlinear,Singleplayer,Early Access,VR"
Subnautica: Below Zero,"Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Horror,Base Building,Adventure,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Multiplayer,Atmospheric,Story Rich,Early Access,Great Soundtrack,Sandbox"
Call to Arms - Gates of Hell: Ostfront,"World War II,Strategy,Real Time Tactics,RTS,Historical,War,Realistic,Singleplayer,Level Editor,PvE,PvP,Multiplayer,Co-op,Military,Top-Down,Wargame,Online Co-Op,Action,Tanks,Difficult"
Battle Brothers,"Tactical RPG,Turn-Based Combat,Strategy,Medieval,RPG,Open World,Sandbox,Turn-Based Strategy,Replay Value,Procedural Generation,Roguelite,Perma Death,Difficult,Turn-Based,Tactical,Turn-Based Tactics,Fantasy,Character Customization,2D,CRPG"
Geometry Dash,"Difficult,Music,Great Soundtrack,Precision Platformer,Level Editor,Rhythm,2D,Colorful,Singleplayer,Platformer,Character Customization,Arcade,Indie,Side Scroller,Action,Funny,Family Friendly,Casual,Strategy,Adventure"
RimWorld - Ideology,"Strategy,Indie,Simulation,Colony Sim,Base Building,Survival,Moddable,Psychological Horror,Management"
Pizza Tower,"Great Soundtrack,2D Platformer,Fast-Paced,Cartoony,Indie,Comedy,Platformer,Singleplayer,Funny,Action,Pixel Graphics,2D,Psychological Horror,Epic,Colorful,Difficult,Retro,1990's,Horror,Adventure"
Total Conflict: Resistance,"Early Access,FPS,Tactical,Wargame,RTS,Grand Strategy,Real Time Tactics,Immersive Sim,Combat,Cinematic,Military,Realistic,Management,War,Atmospheric,Political Sim,Resource Management,Choices Matter,Economy,Strategy"
Rain World: Downpour,"Adventure,Indie,Action,Difficult,Simulation,Survival,Atmospheric,Great Soundtrack,Exploration,Open World,2D,Pixel Graphics,Beautiful,Platformer,Local Co-Op,Dating Sim,Co-op,Cute,Psychological Horror,Souls-like"
Gang Beasts,"Funny,Physics,Multiplayer,Colorful,Party Game,Party,Local Multiplayer,Fighting,Comedy,3D Fighter,Casual,Soundtrack,4 Player Local,Co-op,Family Friendly,Beat 'em up,Memes,Third Person,Singleplayer,Indie"
Europa Universalis IV,"Grand Strategy,Historical,Simulation,Alternate History,Economy,Military,Strategy,Sandbox,Political,Diplomacy,Real-Time with Pause,Moddable,Replay Value,Nonlinear,Singleplayer,Management,Multiplayer,Resource Management,Education,Great Soundtrack"
Sun Haven,"Farming Sim,Pixel Graphics,Multiplayer,RPG,Life Sim,Character Customization,Dating Sim,Relaxing,Agriculture,Adventure,Crafting,Simulation,Singleplayer,Magic,Fantasy,Combat,Mining,Exploration,Fishing,Cooking"
ACE COMBAT™ 7: SKIES UNKNOWN,"Flight,Jet,Military,War,Shooter,Arcade,Cinematic,PvP,3D,Simulation,First-Person,Third Person,Action,Story Rich,Multiplayer,Great Soundtrack,Silent Protagonist,Singleplayer,Sci-fi,Realistic"
SMITE®,"Free to Play,MOBA,Multiplayer,Anime,Action,Third Person,Mythology,MMORPG,Team-Based,Nostalgia,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,Open World,eSports,RPG,Adventure,Casual"
Darkest Dungeon® II,"Turn-Based Tactics,Dark Fantasy,Roguelite,Dungeon Crawler,Lovecraftian,Singleplayer,Perma Death,CRPG,Story Rich,2D,Hand-drawn,Turn-Based,Roguelike,Procedural Generation,Gothic,Party-Based RPG,Turn-Based Strategy,Turn-Based Combat,RPG,Stylized"
WARNO,"Early Access,Military,Wargame,Real Time Tactics,RTS,War,Cold War,Strategy,Tanks,Artificial Intelligence,Real-Time,PvP,Turn-Based Strategy,Alternate History,Historical,Tactical,Simulation,Realistic,Bullet Time,Team-Based"
Foxhole,"Massively Multiplayer,Wargame,Military,Base Building,World War II,Open World,War,Sandbox,Top-Down,PvP,Tactical,Top-Down Shooter,Multiplayer,Team-Based,Strategy,Crafting,Shooter,Co-op,Action,RPG"
Friday the 13th: The Game,"Horror,Multiplayer,Survival Horror,Survival,Gore,Violent,Co-op,Third Person,Action,Stealth,Psychological Horror,Dark,Mature,Atmospheric,Open World,Funny,Adventure,Singleplayer,Difficult,Nudity"
Oxygen Not Included,"Colony Sim,Base Building,Survival,Resource Management,Building,Singleplayer,Management,Simulation,2D,Sandbox,Strategy,Space,Indie,Sci-fi,Exploration,Difficult,Open World,Adventure,Multiplayer,Space Sim"
Voidtrain,"Open World Survival Craft,Survival,Multiplayer,Co-op,Open World,Base Building,Crafting,Adventure,Online Co-Op,First-Person,Exploration,Building,Atmospheric,Sandbox,Singleplayer,Action,Simulation,Early Access,Indie,Trains"
DEVOUR,"Horror,Online Co-Op,Multiplayer,Survival Horror,Sexual Content,Co-op,Psychological Horror,Dark,Survival,First-Person,Atmospheric,Indie,Difficult,Puzzle,Singleplayer,Gore,VR,Violent,Stealth,Action"
Gunsmith Simulator,"Early Access,Simulation,Singleplayer,Realistic,Military,Puzzle,First-Person,America,Shooter,Management,Inventory Management,FPS,Minigames,Action,Tactical,Open World,Sandbox,War,Co-op,Moddable"
Five Nights at Freddy's: Security Breach,"Horror,Survival Horror,Robots,Singleplayer,Stealth,Multiple Endings,First-Person,Exploration,3D,Action,Adventure,Indie,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Atmospheric"
Amnesia: The Bunker,"FPS,Horror,Survival Horror,Action,Survival,Immersive Sim,Violent,Resource Management,Difficult,Gore,Sandbox,Singleplayer,Puzzle,Realistic,Physics,Mystery,Adventure,World War I,First-Person,Inventory Management"
ARMORED CORE™ VI FIRES OF RUBICON™,"Mechs,3D,Third Person,Character Customization,Combat,Action,Post-apocalyptic,Robots,Multiplayer,Futuristic,Fast-Paced,Sci-fi,Soundtrack,Vehicular Combat,Souls-like,Singleplayer,Military,Co-op,Action-Adventure,Online Co-Op"
Children of Morta,"Multiplayer,Roguelike,Hack and Slash,Action Roguelike,Roguelite,Pixel Graphics,Online Co-Op,RPG,Action,Local Co-Op,Dungeon Crawler,Singleplayer,Story Rich,Co-op,Isometric,2D,Action RPG,Procedural Generation,Fantasy,Action-Adventure"
Gems of War - Puzzle RPG,"Free to Play,Match 3,Puzzle,PvE,PvP,Card Game,Strategy RPG,Turn-Based Strategy,RPG,Strategy,2D,Turn-Based Combat,Story Rich,Singleplayer,Casual,Fantasy,Magic,War,Adventure,Multiplayer"
Kingdoms Reborn,"City Builder,Base Building,Colony Sim,Management,Medieval,Strategy,Multiplayer,Economy,Resource Management,Online Co-Op,Simulation,Co-op,PvP,Early Access,3D,Procedural Generation,Singleplayer,Indie,Turn-Based,Building"
iRacing,"Racing,Automobile Sim,Simulation,Sports,VR,Driving,Massively Multiplayer,Multiplayer,Realistic,Singleplayer,Controller,eSports,First-Person,Open World"
The Isle,"Dinosaurs,Survival,Open World,Multiplayer,Simulation,Hunting,Massively Multiplayer,Realistic,Adventure,Early Access,Action,Third Person,Co-op,Sandbox,Horror,Walking Simulator,Strategy,Indie,Team-Based,RPG"
The Binding of Isaac: Repentance,"Action,Adventure,RPG,Roguelike,Difficult,Replay Value,Action Roguelike,Gore,Indie,Singleplayer,Pixel Graphics,Dungeon Crawler,Roguelite,Multiplayer,2D,Dark,Procedural Generation,Great Soundtrack,Atmospheric,Horror"
GUILTY GEAR -STRIVE-,"2D Fighter,Fighting,Anime,Great Soundtrack,2.5D,PvP,Arcade,Lore-Rich,2D,Action,3D,Story Rich,Multiplayer,Fantasy,Local Multiplayer,Combat,Drama,Cinematic,Casual,Singleplayer"
Risk of Rain 2: Survivors of the Void,"Action,Indie,Roguelike,Great Soundtrack,Co-op,Action Roguelike,Multiplayer,Third-Person Shooter,Looter Shooter,Survival,Difficult,Singleplayer,Sci-fi"
Stormworks: Build and Rescue,"Sandbox,Open World,Building,Flight,Exploration,Sailing,Programming,Open World Survival Craft,Survival,Immersive Sim,Base Building,Trains,Character Customization,PvP,Physics,Naval,First-Person,Tutorial,Automation,Crafting"
Pathfinder: Wrath of the Righteous - Enhanced Edition,"Party-Based RPG,Class-Based,Difficult,Violent,Choose Your Own Adventure,Exploration,Open World,Stylized,RPG,Atmospheric,CRPG,Turn-Based Combat,Story Rich,Fantasy,Character Customization,Isometric,Choices Matter,Dark Fantasy,Dragons,Medieval"
Stumble Guys,"Free to Play,Multiplayer,Action,Casual,3D,3D Platformer,Battle Royale,Colorful,Family Friendly,Cute,Cartoony,Nudity,Character Customization,Racing,Massively Multiplayer,PvP,Funny,Physics,Comedy,Indie"
UNDECEMBER,"RPG,Hack and Slash,Multiplayer,Action RPG,Action,Free to Play,Dark Fantasy,Top-Down,Online Co-Op,Co-op,Third Person,Fantasy,Singleplayer,Loot,PvE,Cinematic,Character Customization,PvP,Realistic,Isometric"
Vampire Survivors,"Action Roguelike,Bullet Hell,Pixel Graphics,Roguelite,2D,Indie,Singleplayer,Vampire,Casual,Action,Arcade,RPG,Controller,Retro,Score Attack,Action RPG,Roguelike,Dark Fantasy,Early Access,1980s"
Getting Over It with Bennett Foddy,"Psychological Horror,Difficult,Singleplayer,Physics,Horror,Philosophical,Funny,Platformer,Indie,Survival Horror,Casual,Dark Humor,Replay Value,Adventure,Action,Comedy,Story Rich,Strategy,Great Soundtrack,Third Person"
Don't Starve,"Survival,Open World Survival Craft,Crafting,Adventure,Indie,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Multiplayer,Roguelike,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror"
Killing Floor 2,"Zombies,Co-op,Gore,FPS,Multiplayer,Survival,Action,Online Co-Op,Horror,Shooter,First-Person,Team-Based,Survival Horror,Great Soundtrack,Atmospheric,Difficult,Singleplayer,Early Access,Indie,Blood"
Caliber,"Multiplayer,Co-op,Shooter,Third-Person Shooter,PvE,PvP,Action,Tactical,Team-Based,Character Customization,Third Person,3D,eSports,Gun Customization,Class-Based,Massively Multiplayer,Realistic,Sniper,Atmospheric,Thriller"
